id,name,location,era,description,history,cultural_significance,images,latitude,longitude,created_at
2817912c-ac7f-4819-a607-7fa1e5fff4ac,RALONG KARMA RABTENLING MONASTERY,South,1730 A.D,Ralong 'Karma Rabtenling' Monastery is the one of the oldest and most important monasteries of the Karma Kagyu lineage in South Sikkim. It is located near Rabongla and is known for its traditional architecture and vibrant festivals.,"The first Ralong monastery was built in 1730 by the fourth Chogyal, Gyurmed Namgyal, upon his return from a pilgrimage to Tibet. The location was chosen where the Karmapa's blessings, in the form of grains thrown from Tibet, were said to have landed.","Ralong is famous for its spectacular annual 'Pang Lhabsol' festival, which involves ancient masked dances (Chaam) that attract a large number of devotees and tourists.It also hosts an impressive pre-Losoong festival showcasing Mahakala's dance.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/RALONG_KARMA_RABTENLING_MONASTERY_1.jpg""]",27.3082,88.3607,2025-09-11 15:02:40.317025+00
28b601ad-b4ef-469a-ae42-eced0d9393a9,NAMTHANG NYIMA CHOLING MONASTERY,South,1997 A.D,Namthang Nyima Choling Monastery is a relatively modern monastery located near Namthang Bazaar in South Sikkim. It is a key religious center for the Tamang Buddhist community in the area.,The monastery was built in 1997 by the local Tamang Buddhist community. It was established to provide a dedicated place of worship for followers of the Kagyupa sect within the Tamang community.,"The monastery is an important institution for the Tamang community, helping to preserve their specific cultural and religious practices within the Kagyu tradition. It serves as a focal point for their religious gatherings and festivals.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/NAMTHANG_NYIMA_CHOLING_MONASTERY_1.jpg""]",27.2162,88.4235,2025-09-11 15:03:18.244592+00
2d1474e3-4d6a-4c20-9c6a-cf9daa439d30,LINGDOK TSANGKHAR MONASTERY,East,1862 A.D,"Lingdok Tsangkhar Monastery is a historic monastery situated in the village of Lingdok in East Sikkim. Its origins trace back to a lama from the Tsang province of Tibet, making it a site with deep historical roots.",The monastery's lineage began around three hundred years ago when Lama Thiley from Tibet settled in Sikkim and built a small monastery called Tsangkhar Gonpa in the west. His descendants later moved and established the monastery in Lingdok.,"The monastery is significant for its direct lineage to lamas from Tibet, representing an important historical link in the transmission of Buddhism to Sikkim. It is a vital spiritual center for the village of Lingdok and the surrounding areas.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/LINGDOK_TSANGKHAR_MONASTERY_1.jpg""]",27.386733,88.572564,2025-09-11 15:02:00.360262+00
2e4191eb-8b00-4900-a30a-d3ab59298203,YANGANG CHANGCHUB TAMU MONASTERY,South,1982 A.D,"Situated in Yangang, this is a monastery dedicated to the Gurung (Tamu) Buddhist community. It is recognized as one of the first, if not the first, monasteries established by the Gurung Buddhist followers in Sikkim.","The monastery was founded by Shri Devilal Gurung on January 19, 1982. Its construction was a collective effort by the local Gurung Buddhist community to establish a dedicated center for their faith.","As a pioneering institution for the Gurung community, this monastery holds great historical and cultural significance. It played a key role in organizing the Gurung Buddhists and promoting the preservation of their unique religious and cultural heritage in Sikkim.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.301,88.4335,2025-09-11 15:03:03.818876+00
2f80d34b-5053-4264-b09e-3601fc3b4b5f,KHACHOEDPALRI MONASTERY,West,1760 A.D,"Located above the wish-fulfilling Khecheopalri Lake, this monastery is an integral part of one of Sikkim's most sacred pilgrimage sites. It offers a tranquil environment for reflection and worship near the holy lake.",Khachoedpalri Monastery was founded in 1760 A.D. by a saint named Drubwang Shakya. Its history and significance are deeply connected to the sacredness of the lake it overlooks.,"The monastery's primary importance comes from its proximity to Khecheopalri Lake, which is revered by both Buddhists and Hindus. It serves as a spiritual sanctuary for the thousands of pilgrims who visit the holy lake each year.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.3517,88.1836,2025-09-11 15:01:35.720002+00
3689622e-d611-4722-b9d4-b79b7c93e807,WOK PABONG MONASTERY,South,1915 A.D,Wok Pabong ‘Samtenling’ Monastery is a Nyingmapa monastery located on a remote hilltop in South Sikkim. It is a small but dedicated center for both monks and nuns.,"The monastery was built in 1915 by Lama Pema Namgyal and Duknam Lama. Due to its remote location, it has seen limited development but continues to serve its monastic community.","The monastery is notable for housing both monks and 'Nyamos' (nuns), providing a space for practice for both genders. Despite its small size, it diligently performs all periodical ceremonies of the Nyingmapa sect, sustaining the dharma in a remote area.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.2037,88.3794,2025-09-11 15:02:49.769305+00
38856e89-0fe2-4381-8ea5-2c6c1ee47ddb,SANGMO SHARCHOG BEPHUG MONASTERY,South,1921 A.D,"This monastery is uniquely situated near the Sharchog Bephug, one of the four great sacred caves of Sikkim. The cave itself is a major pilgrimage site, believed to have been a meditation place for Guru Padmasambhava.","To serve the many pilgrims visiting the sacred cave, a Bhutanese lama of the Kagyupa sect named Yonten Norbu built a small monastery here in 1921 A.D. It has since become an integral part of this active pilgrimage center.","The monastery's significance is intrinsically linked to the sacred Sharchog Bephug cave, which represents the 'eastern' holy cave of Sikkim.It provides essential services and a place of worship for the thousands of lamas and devotees who visit this highly venerated site.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SANGMO_SHARCHOG_BEPHUG_MONASTERY_1.jpg""]",27.226,88.395,2025-09-11 15:02:51.110689+00
3b6e63c0-0d50-4396-979b-d940fb49f3a3,BEN KARMA CHOLING MONASTERY,South,1902 A.D,"Ben ‘Karma Choling’ Monastery is a Karma Kagyupa monastery in South Sikkim, built and maintained through the strong efforts of its local followers. It is a testament to the community's devotion and resilience.","The monastery was first built by its followers in 1902 A.D. After being damaged by an earthquake, it was renovated in 1975 and then completely reconstructed and expanded in 1977 with government aid and significant public contributions.","This monastery symbolizes the power of community spirit in preserving religious heritage. It functions as a major center for the Karma Kagyu sect in the region, performing all important ceremonies and serving as a focal point for local devotees.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/BEN_KARMA_CHOLING_MONASTERY_1.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/BEN_KARMA_CHOLING_MONASTERY_2.jpg""]",27.18,88.32,2025-09-11 15:02:46.518206+00
3cb350a5-6864-4e54-9897-bef3def24b1d,TAWANG MONASTERY,North,1936 A.D,"Located near Phensang Monastery in North Sikkim, Tsawang Choling is a Nyingmapa monastery that grew from a small hermitage. It has a history closely associated with both monks and nuns.","During the reign of Chogyal Tsugphud Namgyal (1785-1861), a lama from Phensang built a small shrine here for retreat. It was later used by nuns, indicating a history of being a place of practice for both male and female monastics.",The monastery is significant for its history of accommodating both monks and nuns for spiritual practice. It continues to serve the local community as a center for Nyingmapa teachings and rituals.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",28.56979743,91.71532333,2025-09-11 15:03:47.559855+00
3d5d7d8c-da97-4918-83b5-0eab661f330a,PHODONG KARMA THUBTEN TASHI CHOKHORLING MONASTERY,North,1734 A.D,"Phodong Monastery, also known as Karma Thubten Tashi Chokhorling, is one of the six most important monasteries in Sikkim. Located about 28 km from Gangtok, it is a major center of the Karma Kagyu tradition.","The monastery was founded in the first half of the 18th century, with some sources indicating it was built by the 4th Chogyal Gyurmed Namgyal. The present structure is a reconstruction that houses around 260 monks.",Phodong is highly regarded for its beautiful and well-preserved ancient murals and traditional architecture. It holds a significant position in the region's spiritual and cultural life and is a key institution of the Kagyu sect.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_1.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_2.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_3.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_4.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_5.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_6.jpg"",""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PHODONG_KARMA_THUBTEN_TASHI_CHOKHORLING_MONASTERY_7.jpg""]",27.4159079,88.58342546,2025-09-11 15:03:28.209039+00
3f1b044e-57cf-4d01-bf62-88e1098f010a,RALOONG MONASTERY,East,1956 A.D,Raloong Monastery is located in the village of Raloong in East Sikkim. It was established to serve the needs of a community that was previously a long distance from the nearest monastery.,"The people of this area were originally devotees of Simig Monastery, which was a very long walk away. Finding it difficult to access lamas for religious ceremonies, especially funerals, the community came together to build their own monastery in 1956.",This monastery is a prime example of a community-driven religious initiative. It highlights the importance of having a local spiritual center and demonstrates the commitment of the Raloong villagers to their faith and traditions.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/RALOONG_MONASTERY_1.jpg""]",27.175,88.53,2025-09-11 15:02:16.660756+00
3f646408-a502-44d7-9f49-5297060aea15,MALLI TASHI CHODARLING MONASTERY,South,1915 A.D,Malli Tashi Chodarling is a monastery in South Sikkim dedicated to the Tamang Buddhist community. It is a key institution for the preservation of Tamang religious and cultural practices.,"The monastery was originally built in 1906 A.D. by Lt. Kitab Singh Lama (also known as Karma Rangdrol Lama). After earthquake damage, a new structure was started in 1982 with community efforts and government aid.","Its primary cultural significance is its role as a spiritual center for the Tamang community, following the Nyingma sect. Despite funding challenges for its reconstruction, it remains a focal point for Tamang Buddhist identity and worship in the region.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.175,88.323,2025-09-11 15:02:48.69858+00
3ff6dd59-ba0b-444b-9121-c217c10fb5b0,SRI BADAM MONASTERY,West,1976 A.D,"Sri Badam Phuntshog Ngayabling Monastery is a peaceful Karma Kagyupa monastery located in the village of Sribadam, West Sikkim. It is a beautiful place for meditation and offers a tranquil escape.","The need for a monastery was proposed in 1962, and a small shrine was founded in 1976 by Lama Losel Dawa on donated land. A larger, more splendid monastery was constructed in 1990 under the guidance of Lam Chime Rigdzin.",This monastery is one of the medium-sized Karma Kagyupa centers in Sikkim and functions under the spiritual guidance of the venerable C.R. Rinpoche. It is an important place of worship for the local Buddhist community.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SRI_BADAM_MONASTERY_1.jpg""]",27.235,88.22,2025-09-11 15:01:46.009633+00
4333a4cc-8292-45d2-87c1-014e179ce9bf,THUMON MONASTERY,East,1921 A.D,"Thumon 'Karma Choling' Monastery is a Karma Kagyupa institution located in Tumin village, East Sikkim. Its name, 'Thumon' (Thugs-smon), means the blessing of a high Lama, reflecting its sacred origins.","The site's religious history began around 1820 A.D. when a lama named Sangey Lepcha built a small stone structure for prayers. His son, Thondub Lepcha, later founded a proper monastery in 1921 to serve the local Buddhist community.","The monastery houses some unique religious artifacts and is an important spiritual center for the people of Tumin village. It represents the growth of a religious site from a small, private shrine to a full-fledged community monastery.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.2333,88.6167,2025-09-11 15:02:10.274324+00
4beb31d5-4884-4c79-9b80-caac827330e5,LACHEN NGODUB CHOLING MONASTERY,North,1858 A.D,"Lachen 'Ngodub Choling' Monastery is a prominent Nyingma monastery situated in the high-altitude village of Lachen, North Sikkim. It is dedicated to Guru Padmasambhava and is set against a dramatic mountain backdrop.","The monastery was founded by Lama Karchen Dorje Drak with just eight monks. The original simple hut was later replaced by the current structure, which was reconstructed in 1977.",The monastery is the spiritual heart of the Lachenpa community and plays a central role in their unique system of local governance known as the 'Dzumsa'. It is known for its prayer-wheel-lined courtyards and vibrant murals.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/LACHEN_NGODUB_CHOLING_MONASTERY_1.jpg""]",27.73078109,88.54685801,2025-09-11 15:03:38.64164+00
4cb4ba4f-cd88-4f4c-883a-93094bd42352,SOROK TAMANG MONASTERY,South,1962 A.D,"Sorok Tamang Gonpa is a community monastery for the Tamang people, located a few kilometers from Namchi. It is a growing institution with both monks and nuns in its community.","Founded in 1962 A.D. by a lama known as ‘Sanman Lama’. More recently, the community began constructing a new, three-storied monastery near the old one in 2005 to accommodate its growing needs.","The monastery is significant for its active monastic community, which includes both monks and 'Nyamos' (nuns). Its expansion with a new building reflects the strong faith and commitment of the Sorok Tamang community to their religious traditions.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.231,88.384,2025-09-11 15:02:57.563917+00
4e7ca161-e15a-49bd-a9c2-7c6507c491fa,SINGCHIT NGADAG MONASTERY,North,1890 A.D,"Located in Singhik, North Sikkim, the Singchit Ngadag Monastery has a fascinating founding legend. The site was blessed by the revered Ngadag Rinchen Gon, a successor of one of Sikkim's pioneer lamas.","Established in 1890 by the followers of Ngadag Rinchen Gon on a site he had blessed. Legend says the lama's missing walking stick was found here, having been placed by a serpent maiden, which marked the spot as sacred.","The monastery's mythical founding story makes it a place of great reverence and wonder. It is a significant pilgrimage site due to its direct connection to the lineage of Ngadag Sempa Chenpo, one of Sikkim's founding lamas.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SINGCHIT_NGADAG_MONASTERY_1.jpg""]",27.53988368,88.56872373,2025-09-11 15:03:41.199985+00
50f47c67-7253-4a28-a1f2-302fcc40851f,LINGE PHAGYAL MONASTERY,South,1862 A.D,Linge Phagyal Monastery is a Nyingmapa monastery in South Sikkim that primarily serves the local Lepcha community. It is a vital center for the preservation of Lepcha Buddhist traditions.,"A Tibetan Lama named ‘Lama Phagyal’ founded the monastery in 1862 A.D., and it was subsequently named after him. The monastery has been a spiritual hub for the Lepcha people of the region for over 150 years.","Its cultural importance is deeply tied to the Lepcha community, for whom it is a primary place of worship and cultural gathering. The monastery plays a crucial role in maintaining the unique religious practices and identity of the Lepcha Buddhists in South Sikkim.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.2714,88.3624,2025-09-11 15:02:43.873352+00
53575bb2-5be1-40bf-8d1f-942b59cf3af1,HUNGRI MONASTERY,West,1922 A.D,Hungri Monastery is a small but significant religious site located in West Sikkim. It caters to the spiritual needs of the local Buddhist families in the surrounding area.,"Established in 1922, the monastery has been a center for local religious activities for a century. It provides a space for the community to gather for prayers and festivals.",Hungri Monastery is important for its role in the preservation of Buddhist traditions within its local community. It serves as the primary place of worship and religious instruction for the villagers in the Hungri area.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/HUNGRI_MONASTERY_1.jpg""]",27.3,88.22,2025-09-11 15:01:42.241503+00
58533da4-51fe-4b14-80b3-f67da2647351,ENCHEY MONASTERY,East,1840 A.D,"Perched on a ridge above Gangtok, the 200-year-old Enchey Monastery, whose name means 'solitary temple', is a serene spiritual haven.Surrounded by a lush forest, it offers breathtaking views of the Kanchenjunga mountain range.","The monastery's location was blessed by the revered tantric master Lama Druptob Karpo, who was known for his ability to fly and built a small hermitage here. The present-day structure was built in 1909-1910 during the reign of the Sikkimese monarch Sikyong Tulku.","Enchey is famous for its vibrant annual 'Chaam' or masked dance festival, held on the 18th and 19th days of the 12th lunar month of the Tibetan calendar.It is a significant seat of the Nyingma order of Tibetan Buddhism and a major religious center in the capital city.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.33618682,88.61927102,2025-09-11 15:01:52.268493+00
5900b587-12ad-429d-a708-05bc728d7988,TSULAKHANG MONASTERY,East,1898 A.D,The Tsuklakhang Royal Chapel and Monastery is located within the complex of the former Royal Palace in Gangtok. It was the principal place of worship and assembly for the Chogyals (Kings) of Sikkim.,"Constructed around 1898 A.D., the Tsuklakhang was the primary location for royal ceremonies, including coronations and weddings of the Sikkimese royal family. It served this role until Sikkim's merger with India in 1975.","The monastery houses an extensive collection of Buddhist scriptures and is known for its magnificent murals and altars.It was historically the site for the famous 'Pang Lhabsol' warrior dance, and the annual 'Kagyed' chaam (mask dance) is still performed here.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TSULAKHANG_MONASTERY_1.jpg""]",27.326149,88.614784,2025-09-11 15:02:05.671053+00
5aa143a0-0527-4fd2-834c-ba3508dd3336,SANG MONASTERY,East,1912 A.D,Sang Monastery is a Karma Kagyupa monastery located a few kilometers from the famous Rumtek Monastery in East Sikkim. It serves the local community and has an interesting founding story.,"The original monastery was built in 1912 A.D. Its establishment was prompted by an astrologer who advised a local landlord, Sang Athing, that building a monastery on that specific land would bring great benefit to his family.",The monastery is an important local center for the Karma Kagyu sect and demonstrates how local beliefs and astrology can intertwine with the establishment of religious institutions. It caters to the spiritual needs of the families in the surrounding area.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.3319,88.6019,2025-09-11 15:02:06.759066+00
5b154bd2-6cef-42c1-9e0e-53a00be26096,LINGTHEM RIKZING CHOPEL TARGELLING MONASTERY,North,1857 A.D,Lingthem 'Rikzing Chopel Targelling' Monastery is a Nyingma institution in the Dzongu Valley. It serves as an important spiritual center for the local Lepcha Buddhist community of the area.,"The monastery was founded by a local Lepcha Buddhist as a branch of the great Pemayangtse Monastery. After the old structure was damaged by an earthquake, rebuilding efforts began in 1989.","The monastery is significant for its affiliation with Pemayangtse, one of Sikkim's most important gompas. It hosts an annual mask dance festival, which is a key cultural and religious event for the people of Dzongu.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/LINGTHEM_RIKZING_CHOPEL_TARGELLING_MONASTERY_1.jpg""]",27.52319193,88.50105156,2025-09-11 15:03:37.38599+00
5dfc7133-55a0-419f-aae0-a76c0f34fc3f,LHUNTSE MONASTERY,West,1850 A.D,Lhuntse Monastery is a Nyingmapa monastery located on a hilltop above Mangalbarey Bazaar in West Sikkim. The site offers a peaceful ambiance and is a center of local religious life.,"Originally a small hermitage, the monastery was shifted to its present location by Lama Mikyoed Dorje. The visit of the revered Lama Jigme Pawo is immortalized by his footprint left on a rock near the monastery.","The monastery is significant to the local community and holds a prayer to the local deity, Duetsen Lusum, composed by Lama Jigme Pawo. The sacred footprint serves as a major point of reverence for devotees.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/LHUNTSE_MONASTERY_1.jpg""]",27.1735,88.255,2025-09-11 15:01:36.997678+00
